Kepler-104 d,,0.319,51.755394,0.257,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-104,287.6046143,42.166779,,,-0.777,0.81,1.35,,,5711
Kepler-105 c,,0.144,7.125939,0.072,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-105,287.8873292,46.276237,,,-0.22,1.28,1.16,,,5873
Kepler-106 b,0.00047,0.073,6.16486,,,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-106,300.8639583,44.33755557,12.882,,-0.12,1,1.04,,4.83,5858
Kepler-106 c,0.03285,0.223,13.5708,,,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-106,300.8639583,44.33755557,12.882,,-0.12,1,1.04,,4.83,5858
Kepler-106 d,0.025,0.085,23.9802,,,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-106,300.8639583,44.33755557,12.882,,-0.12,1,1.04,,4.83,5858
Kepler-106 e,0.03514,0.228,43.8445,,,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-106,300.8639583,44.33755557,12.882,,-0.12,1,1.04,,4.83,5858
Kepler-107 b,,0.141,3.180026,0.044,0.02,,,2014,12/15/15,,,,,Announced on a website,Primary Transit,,,,Kepler-107,297.0282593,48.208611,,,-0.092,,1.41,,,5851
Kepler-107 c,,0.1485,4.901441,0.059,0.02,,,2014,12/15/15,,,,,Announced on a website,Primary Transit,,,,Kepler-107,297.0282593,48.208611,,,-0.092,,1.41,,,5851
Kepler-107 d,,0.09492,7.95825,0.082,0.14,,,2014,12/15/15,,,,,Announced on a website,Primary Transit,,,,Kepler-107,297.0282593,48.208611,,,-0.092,,1.41,,,5851
Kepler-107 e,,0.261,14.749176,0.123,0.02,,,2014,12/15/15,,,,,Announced on a website,Primary Transit,,,,Kepler-107,297.0282593,48.208611,,,-0.092,,1.41,,,5851
Kepler-108 b,,0.8529,49.18354,0.292,0.22,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-108,294.5591736,46.062325,,,-0.026,0.87,2.19,,,5854
Kepler-108 c,,0.734,190.323494,0.721,0.04,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-108,294.5591736,46.062325,,,-0.026,0.87,2.19,,,5854
Kepler-109 b,0.0041,0.2086,6.481637,,0.21,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-109,290.3927083,40.28486112,12.365,464.73,-0.08,1.069,1.339,,6.35,5952
Kepler-109 c,0.00698,0.235,21.22262,,0.03,,,2014,11/20/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-109,290.3927083,40.28486112,12.365,464.73,-0.08,1.069,1.339,,6.35,5952
Kepler-11 b,0.005978039,0.160585531,10.30375,0.091,0,88.5,,2011,5/27/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-11 c,0.009124375,0.256044707,13.02502,0.106,0,89,,2011,5/27/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-11 d,0.022968253,0.278348253,22.68719,0.159,0,89.3,,2011,5/27/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-11 e,0.03,0.374,31.9959,0.194,0,88.8,,2011,11/21/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-11 f,0.006292672,0.222143317,46.68876,0.25,0,89.4,,2011,5/22/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-11 g,0.95,0.3274,118.37774,0.462,0,89.8,,2011,5/27/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-11,297.1166667,41.9091667,13.7,,0,0.95,1.1,G,8,5680
Kepler-110 b,,0.163,12.691112,0.107,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-110,292.9291382,48.602814,,,-0.151,,1.15,,,5960
Kepler-110 c,,0.197,31.719775,0.198,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-110,292.9291382,48.602814,,,-0.151,,1.15,,,5960
Kepler-111 b,,0.141,3.341815,0.046,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-111,291.6531677,44.688274,,,0.005,,1.16,,,5952
Kepler-111 c,,0.651,224.784608,0.761,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-111,291.6531677,44.688274,,,0.005,,1.16,,,5952
Kepler-112 b,,0.211,8.408878,0.076,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-112,296.9810181,43.209751,,,-0.588,,0.84,,,5544
Kepler-112 c,,0.214,28.574263,0.172,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-112,296.9810181,43.209751,,,-0.588,,0.84,,,5544
Kepler-113 b,0.0368,0.162,4.754,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-113,287.997875,50.94433336,13.461,,0.05,0.75,0.69,,6.89,4725
Kepler-113 c,0.027,0.194,8.92507,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-113,287.997875,50.94433336,13.461,,0.05,0.75,0.69,,6.89,4725
Kepler-114 b,0.022024353,0.105272737,5.188548,0.052,,87.66,,2013,12/20/13,,,722,,Published in a refereed paper,Primary Transit,,,,Kepler-114,294.1208,48.3494,13.7,,-0.003,0.71,0.65,,,4450
Kepler-114 c,0.125853444,0.143,8.041,0.07,,88.24,,2013,12/20/13,,,623,,Published in a refereed paper,Primary Transit,,,,Kepler-114,294.1208,48.3494,13.7,,-0.003,0.71,0.65,,,4450
Kepler-114 d,0.0151,0.226,11.776,0.09,,88.24,,2013,12/20/13,,,549,,Published in a refereed paper,Primary Transit,,,,Kepler-114,294.1208,48.3494,13.7,,-0.003,0.71,0.65,,,4450
Kepler-115 b,,0.097,2.403679,0.036,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-115,297.7118531,45.261925,,,-0.081,1,1.21,,,5979
Kepler-115 c,,0.232,8.990889,0.087,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-115,297.7118531,45.261925,,,-0.081,1,1.21,,,5979
Kepler-116 b,,0.305,5.968734,0.069,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-116,294.7420655,43.536835,,,-0.064,1.16,1.45,,,6142
Kepler-116 c,,0.205,13.07163,0.116,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-116,294.7420655,43.536835,,,-0.064,1.16,1.45,,,6142
Kepler-117 b,,0.697,18.795952,0.148,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-117,288.7930298,48.040234,,,-0.038,,1.47,,,6169
Kepler-117 c,,1.008,50.790412,0.287,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-117,288.7930298,48.040234,,,-0.038,,1.47,,,6169
Kepler-118 b,,0.175,7.518496,0.073,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-118,299.2131653,41.424824,,,0.18,0.86,1.09,,,5274
Kepler-118 c,,0.685,20.17202,0.141,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-118,299.2131653,41.424824,,,0.18,0.86,1.09,,,5274
Kepler-119 b,,0.321,2.422082,0.035,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-119,295.9464111,42.658924,,,-0.083,,0.84,,,5595
Kepler-119 c,,0.082,4.125103,0.049,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-119,295.9464111,42.658924,,,-0.083,,0.84,,,5595
Kepler-12 b,0.431,1.695,4.4379637,0.0556,0.01,88.76,,2011,2/26/15,182,,1477,,Published in a refereed paper,Primary Transit,,,,Kepler-12,0,0,13.4,,0.07,1.166,1.483,G0,4,5947
Kepler-120 b,,0.192,6.312501,0.055,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-120,287.8916321,39.339123,,,-0.449,,0.53,,,4096
Kepler-120 c,,0.136,12.794585,0.088,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-120,287.8916321,39.339123,,,-0.449,,0.53,,,4096
Kepler-121 b,,0.209,3.177422,0.039,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-121,286.1620788,39.677994,,,-0.38,,0.7,,,5311
Kepler-121 c,,0.203,41.008011,0.216,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-121,286.1620788,39.677994,,,-0.38,,0.7,,,5311
Kepler-122 b,,0.209,5.766193,0.064,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-122,291.1118775,39.949104,,,-0.202,0.99,1.22,,,6050
Kepler-122 c,,0.524,12.465988,0.108,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-122,291.1118775,39.949104,,,-0.202,0.99,1.22,,,6050
Kepler-122 d,,0.196,21.587475,0.155,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-122,291.1118775,39.949104,,,-0.202,0.99,1.22,,,6050
Kepler-122 e,,0.232,37.993273,0.227,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-122,291.1118775,39.949104,,,-0.202,0.99,1.22,,,6050
Kepler-123 b,,0.262,17.232366,0.135,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-123,296.9986268,42.781956,,,-0.199,1.03,1.26,,,6089
Kepler-123 c,,0.132,26.695074,0.181,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-123,296.9986268,42.781956,,,-0.199,1.03,1.26,,,6089
Kepler-124 b,,0.065,3.410493,0.039,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-124,286.7528076,49.064911,,,-0.535,,0.64,,,4984
Kepler-124 c,,0.156,13.821375,0.1,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-124,286.7528076,49.064911,,,-0.535,,0.64,,,4984
Kepler-124 d,,0.099,30.950851,0.17,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-124,286.7528076,49.064911,,,-0.535,,0.64,,,4984
Kepler-125 b,,0.211,4.164389,0.041,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-125,298.2581177,47.604946,,,0.126,0.55,0.51,,,3810
Kepler-125 c,,0.066,5.774464,0.051,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-125,298.2581177,47.604946,,,0.126,0.55,0.51,,,3810
Kepler-126 b,,0.1284,10.495634,0.099,0.07,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-126,289.3472901,44.208553,,,,,1.36,,,6239
Kepler-126 c,,0.1336,21.86964,0.162,0.19,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-126,289.3472901,44.208553,,,,,1.36,,,6239
Kepler-126 d,,0.2242,100.28208,0.448,0.02,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-126,289.3472901,44.208553,,,,,1.36,,,6239
Kepler-127 b,,0.136,14.43577,0.125,0.47,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-127,285.1899719,46.027962,,,-0.154,,1.36,,,6106
Kepler-127 c,,0.2131,29.39344,0.2,0.03,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-127,285.1899719,46.027962,,,-0.154,,1.36,,,6106
Kepler-127 d,,0.238,48.62997,0.28,0.03,,,2014,12/16/15,,,,,Announced on a website,Primary Transit,,,,Kepler-127,285.1899719,46.027962,,,-0.154,,1.36,,,6106
Kepler-128 b,0.0941,0.101,15.09,,,,,2013,12/20/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-128,282.4917,43.9803,11.4,,-0.048,1.17,1.55,,,6013
Kepler-128 c,0.104,0.101,22.804,,,,,2013,12/20/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-128,282.4917,43.9803,11.4,,-0.048,1.17,1.55,,,6013
Kepler-129 b,,0.2149,15.791619,0.131,0.01,,,2014,12/17/15,,,,,Announced on a website,Primary Transit,,,,Kepler-129,285.3112793,47.848595,,,,1.18,1.64,,,5770
Kepler-129 c,,0.225,82.20017,0.393,0.2,,,2014,12/17/15,,,,,Announced on a website,Primary Transit,,,,Kepler-129,285.3112793,47.848595,,,,1.18,1.64,,,5770
Kepler-13 b,6.5,1.406,1.7633587,,,81.8,,2011,3/19/15,,,,2750,Published in a refereed paper,Primary Transit,Radial Velocity,,,Kepler-13,286.9708333,46.8683333,10,,-0.14,2.05,2.55,,,8500
Kepler-130 b,,0.08707,8.4572,0.079,0.15,,,2014,12/17/15,,,,,Announced on a website,Primary Transit,,,,Kepler-130,288.4506531,40.245304,,,0.02,1,1.13,,,5884
Kepler-130 c,,0.2508,27.508686,0.178,0.08,89.34,,2014,12/17/15,0,,,,Published in a refereed paper,Primary Transit,,,,Kepler-130,288.4506531,40.245304,,,0.02,1,1.13,,,5884
Kepler-130 d,,0.117,87.5211,0.377,0.8,,,2014,12/17/15,,,,,Announced on a website,Primary Transit,,,,Kepler-130,288.4506531,40.245304,,,0.02,1,1.13,,,5884
Kepler-131 b,0.05075,0.215,16.092,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-131,288.5308333,40.94230558,11.525,,0.12,1.02,1.03,,3.66,5685
Kepler-131 c,0.026,0.075,25.516,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-131,288.5308333,40.94230558,11.525,,0.12,1.02,1.03,,3.66,5685
Kepler-132 b,,0.108,6.178196,0.067,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-132,283.2358094,41.343037,,,-0.053,,1.18,,,6003
Kepler-132 c,,0.114,6.414914,0.068,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-132,283.2358094,41.343037,,,-0.053,,1.18,,,6003
Kepler-132 d,,0.138,18.010199,0.136,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-132,283.2358094,41.343037,,,-0.053,,1.18,,,6003
Kepler-133 b,,0.157,8.129976,0.083,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-133,297.2779847,48.320328,,,-0.16,,1.43,,,5736
Kepler-133 c,,0.253,31.517586,0.204,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-133,297.2779847,48.320328,,,-0.16,,1.43,,,5736
Kepler-134 b,,0.178,5.317429,0.06,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-134,284.7390137,49.598396,,,,,1.18,,,5983
Kepler-134 c,,0.112,10.105785,0.092,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-134,284.7390137,49.598396,,,,,1.18,,,5983
Kepler-135 b,,0.161,6.00253,0.067,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-135,290.4951173,38.795479,,,0.045,,1.27,,,6090
Kepler-135 c,,0.103,11.448708,0.103,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-135,290.4951173,38.795479,,,0.045,,1.27,,,6090
Kepler-136 b,,0.183,11.5789,0.106,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-136,296.4673157,42.59877,,,,1.2,1.35,,,6165
Kepler-136 c,,0.178,16.399235,0.133,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-136,296.4673157,42.59877,,,,1.2,1.35,,,6165
Kepler-137 b,,0.131,8.436387,0.077,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-137,282.1355286,43.039101,,,-0.12,,0.8,,,5187
Kepler-137 c,,0.168,18.735753,0.13,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-137,282.1355286,43.039101,,,-0.12,,0.8,,,5187
Kepler-138 b,0.00021,0.052,10.31320643,0.0746,0,89.95,,2014,6/18/15,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,KOI-314,290.3833333,43.29305557,13.5,,,0.57,0.54,M1V,,3871
Kepler-138 c,0.00318,0.144,13.78164,,0.05,,,2014,6/18/15,72,,,,Published in a refereed paper,Primary Transit,,,,KOI-314,290.3833333,43.29305557,13.5,,,0.57,0.54,M1V,,3871
Kepler-138 d,0.003177799,0.143634836,23.08933,,0.024,,,2014,7/27/15,170,,431,,Announced on a professional conference,Radial Velocity,,,,KOI-314,290.3833333,43.29305557,13.5,,,0.57,0.54,M1V,,3871
Kepler-139 b,,0.262,15.771044,0.127,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-139,282.3919677,43.889351,,,0.154,1.08,1.3,,,5594
Kepler-139 c,,0.302,157.072878,0.586,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-139,282.3919677,43.889351,,,0.154,1.08,1.3,,,5594
Kepler-14 b,8.4,1.136,6.790123,,0.035,90,,2011,10/19/13,,,1573,,Submitted to a professional journal,Primary Transit,,,,Kepler-14,287.7083333,47.3330556,12.12,980,0.12,1.512,2.048,F,2.2,6395
Kepler-140 b,,0.144,3.25427,0.045,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-140,287.3694764,46.768211,,,-0.094,,1.29,,,6077
Kepler-140 c,,0.161,91.353282,0.414,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-140,287.3694764,46.768211,,,-0.094,,1.29,,,6077
Kepler-141 b,,0.062,3.107675,0.039,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-141,297.9708863,47.731678,,,0.538,1,0.79,,,4910
Kepler-141 c,,0.126,7.010606,0.067,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-141,297.9708863,47.731678,,,0.538,1,0.79,,,4910
Kepler-142 b,,0.178,2.024152,0.032,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-142,295.1188965,48.481281,,,-0.274,0.99,1.27,,,5790
Kepler-142 c,,0.255,4.761702,0.057,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-142,295.1188965,48.481281,,,-0.274,0.99,1.27,,,5790
Kepler-142 d,,0.193,41.809118,0.242,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-142,295.1188965,48.481281,,,-0.274,0.99,1.27,,,5790
Kepler-143 b,,0.215,16.007583,0.127,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-143,298.0677185,49.412605,,,-0.167,,1.36,,,5848
Kepler-143 c,,0.301,27.082511,0.181,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-143,298.0677185,49.412605,,,-0.167,,1.36,,,5848
Kepler-144 b,,0.119,5.885273,0.066,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-144,281.9156799,42.775513,,,-0.326,1.03,1.24,,,6075
Kepler-144 c,,0.12,10.104665,0.094,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-144,281.9156799,42.775513,,,-0.326,1.03,1.24,,,6075
Kepler-145 b,0.108,0.228,22.95102,,0.43,,,2013,12/18/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-145,291.3875,44.5292,11.93,584.1,0.13,1.418,1.887,,2.62,6144
Kepler-145 c,0.234,0.35,42.88254,,0.11,,,2013,12/18/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-145,291.3875,44.5292,11.93,584.1,0.13,1.418,1.887,,2.62,6144
Kepler-146 b,,0.331,31.158799,0.2,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-146,294.1107483,38.710228,,,-0.302,,1.21,,,5948
Kepler-146 c,,0.279,76.732171,0.364,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-146,294.1107483,38.710228,,,-0.302,,1.21,,,5948
Kepler-147 b,,0.136,12.610584,0.113,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-147,287.975769,39.087181,,,0.078,1.01,1.47,,,6012
Kepler-147 c,,0.217,33.416423,0.216,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-147,287.975769,39.087181,,,0.078,1.01,1.47,,,6012
Kepler-148 b,,0.161,1.729366,0.028,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-148,289.7862243,46.858788,,,0.143,,0.85,,,5272
Kepler-148 c,,0.321,4.180043,0.05,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-148,289.7862243,46.858788,,,0.143,,0.85,,,5272
Kepler-149 b,,0.376,29.198943,0.184,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-149,285.8536682,38.384121,,,0.147,,0.95,,,5381
Kepler-149 c,,0.144,55.328328,0.281,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-149,285.8536682,38.384121,,,0.147,,0.95,,,5381
Kepler-149 d,,0.353,160.018032,0.571,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-149,285.8536682,38.384121,,,0.147,,0.95,,,5381
Kepler-15 b,0.66,0.96,4.942782,0.05714,,87.44,,2011,10/19/13,,,1225,,Published in a refereed paper,Primary Transit,,,,Kepler-15,296.2006042,49.14009445,13.8,,0.36,1.018,0.992,,,5595
Kepler-150 b,,0.112,3.428054,0.044,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-150,288.2340698,40.520905,,,-0.136,,0.94,,,5560
Kepler-150 c,,0.329,7.381998,0.073,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-150,288.2340698,40.520905,,,-0.136,,0.94,,,5560
Kepler-150 d,,0.249,12.56093,0.104,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-150,288.2340698,40.520905,,,-0.136,,0.94,,,5560
Kepler-150 e,,0.278,30.826557,0.189,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-150,288.2340698,40.520905,,,-0.136,,0.94,,,5560
Kepler-151 b,,0.273,15.228958,0.116,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-151,292.1627808,41.023235,,,-0.102,0.83,0.83,,,5460
Kepler-151 c,,0.186,24.674612,0.16,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-151,292.1627808,41.023235,,,-0.102,0.83,0.83,,,5460
Kepler-152 b,,0.249,18.207973,0.124,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-152,286.8654785,41.989086,,,-0.138,,0.72,,,5088
Kepler-152 c,,0.213,88.255055,0.356,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-152,286.8654785,41.989086,,,-0.138,,0.72,,,5088
Kepler-153 b,,0.261,18.870227,0.129,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-153,282.4605102,48.257118,,,-0.255,,0.89,,,5404
Kepler-153 c,,0.226,46.90232,0.237,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-153,282.4605102,48.257118,,,-0.255,,0.89,,,5404
Kepler-154 b,,0.202,33.040532,0.198,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-154,289.7805176,49.89653,,,-0.391,0.89,1,,,5690
Kepler-154 c,,0.263,62.303276,0.303,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-154,289.7805176,49.89653,,,-0.391,0.89,1,,,5690
Kepler-155 b,,0.186,5.931194,0.056,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-155,288.4958192,51.081947,,,-0.363,0.58,0.62,,,4508
Kepler-155 c,,0.2,52.661793,0.242,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-155,288.4958192,51.081947,,,-0.363,0.58,0.62,,,4508
Kepler-156 b,,0.205,4.973456,0.054,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-156,290.2965089,37.749489,,,-0.014,,0.81,,,5094
Kepler-156 c,,0.227,15.906801,0.117,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-156,290.2965089,37.749489,,,-0.014,,0.81,,,5094
Kepler-157 b,,0.118,1.732342,0.028,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-157,291.097229,38.87561,,,-0.108,,1.04,,,5774
Kepler-157 c,,0.2,13.5405,0.11,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-157,291.097229,38.87561,,,-0.108,,1.04,,,5774
Kepler-158 b,,0.189,16.709184,0.111,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-158,284.0322572,39.781349,,,-0.232,,0.62,,,4623
Kepler-158 c,,0.17,28.551383,0.158,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-158,284.0322572,39.781349,,,-0.232,,0.62,,,4623
Kepler-159 b,,0.212,10.139623,0.082,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-159,297.07016,40.868786,,,-0.911,,0.66,,,4625
Kepler-159 c,,0.304,43.595792,0.218,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-159,297.07016,40.868786,,,-0.911,,0.66,,,4625
Kepler-16 (AB) b,0.333,0.7538,228.776,0.7048,0.00685,90.0322,,2011,8/30/13,318,,,,Published in a refereed paper,Primary Transit,,,,Kepler-16 (AB),289.075,51.7575,12,,-0.3,0.8499,0.65,K,,4450
Kepler-160 b,,0.137,4.309427,0.05,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-160,287.7735902,42.869286,,,-0.361,,0.88,,,5857
Kepler-160 c,,0.322,13.699087,0.109,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-160,287.7735902,42.869286,,,-0.361,,0.88,,,5857
Kepler-161 b,,0.189,4.921355,0.054,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-161,290.5164795,43.083824,,,-0.093,0.77,0.81,,,5078
Kepler-161 c,,0.183,7.06424,0.068,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-161,290.5164795,43.083824,,,-0.093,0.77,0.81,,,5078
Kepler-162 b,,0.112,6.919798,0.069,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-162,297.2789001,43.724018,,,-0.301,,0.96,,,5816
Kepler-162 c,,0.27,19.446355,0.137,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-162,297.2789001,43.724018,,,-0.301,,0.96,,,5816
Kepler-163 b,,0.094,7.810937,0.078,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-163,295.0028076,46.987328,,,-0.016,0.96,0.92,,,5776
Kepler-163 c,,0.202,21.347262,0.152,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-163,295.0028076,46.987328,,,-0.016,0.96,0.92,,,5776
